,eurogrid_0250_1,populacja_razem,populacja_lokale,populacja_k_razem,populacja_m_razem,populacja_00_04,populacja_05_09,populacja_10_14,populacja_15_19,populacja_20_24,populacja_25_29,populacja_30_34,populacja_35_39,populacja_40_44,populacja_45_49,populacja_50_54,populacja_55_59,populacja_60_64,populacja_65_69,populacja_70_74,populacja_75_99,msw_2012_lokale,msw_2013_lokale,msw_2014_lokale,msw_2015_lokale,msw_2016_lokale,msw_2012_popul_razem,msw_2013_popul_razem,msw_2014_popul_razem,msw_2015_popul_razem,msw_2016_popul_razem,budynki_all,budynki_mieszkalne,eurogrid_0250_2,krs_razem,krs_spolki,ceidg_razem,ceidg_aktywne,ceidg_nieaktywne,ceidg_aktywne_pkd_a,ceidg_aktywne_pkd_b,ceidg_aktywne_pkd_c,ceidg_aktywne_pkd_d,ceidg_aktywne_pkd_e,ceidg_aktywne_pkd_f,ceidg_aktywne_pkd_g,ceidg_aktywne_pkd_h,ceidg_aktywne_pkd_i,ceidg_aktywne_pkd_j,ceidg_aktywne_pkd_k,ceidg_aktywne_pkd_l,ceidg_aktywne_pkd_m,ceidg_aktywne_pkd_n,ceidg_aktywne_pkd_o,ceidg_aktywne_pkd_p,ceidg_aktywne_pkd_q,ceidg_aktywne_pkd_r,ceidg_aktywne_pkd_s,ceidg_aktywne_pkd_t,ceidg_aktywne_pkd_u,ceidg_aktywne_rok_zal_2016,ceidg_aktywne_rok_zal_2015,ceidg_aktywne_rok_zal_2014,ceidg_aktywne_rok_zal_2013,ceidg_aktywne_rok_zal_2012,ceidg_aktywne_rok_zal_2011,ceidg_aktywne_rok_zal_2010,ceidg_aktywne_rok_zal_2009,ceidg_aktywne_rok_zal_2008,ceidg_aktywne_rok_zal_2007,ceidg_aktywne_rok_zal_2006,ceidg_aktywne_rok_zal_2005,ceidg_aktywne_rok_zal_2004,ceidg_aktywne_rok_zal_2003,ceidg_aktywne_rok_zal_2002,ceidg_aktywne_rok_zal_2001,ceidg_aktywne_rok_zal_2000,ceidg_aktywne_rok_zal_1999,eurogrid_0250_3,dochod_bud_pra,eurogrid_0250_4,kod_pocztowy,nazwa_miejsc,kod_miejsc,nazwa_cz_miejsc,kod_cz_miejsc,kod_gminy,kod_gminy_distr,nazwa_woj,nazwa_pow,nazwa_gmi,segment_gminy,populacja_razem_agr,populacja_lokale_agr,Dzieci_agr,Niepelnoletni_agr,Dorosli_agr,Emeryci_agr,populacja_k_razem_agr,populacja_m_razem_agr,msw_2012_popul_razem_agr,msw_2013_popul_razem_agr,msw_2014_popul_razem_agr,msw_2015_popul_razem_agr,msw_2016_popul_razem_agr,budynki_mieszkalne_agr,budynki_all_agr,ceidg_aktywne_agr,dochod_bud_pra_agr,dochod_pop_agr,grid_x,Bank_agr,Bankomat_agr,Centra Handlowe_agr,Fast Food_agr,Hazard_agr,Hotel_agr,Kociół_agr,Przedszkola i punkty przedszkolne_agr,Przystanek autobusowy_agr,Przystanek tramwajowy_agr,Restauracja_agr,Rozrywka Inne_agr,Rozrywka Sport_agr,Sklep_agr,Szkoły podstawowe_agr,Usługi Medyczne_agr,Warsztat samochodowy_agr,Wypożyczalnia Rowerów_agr,Zakład Karny_agr,grid_y,Bank,Bankomat,Centra Handlowe,Fast Food,Hazard,Hotel,Kociół,Przedszkola i punkty przedszkolne,Przystanek autobusowy,Przystanek tramwajowy,Restauracja,Rozrywka Inne,Rozrywka Sport,Sklep,Szkoły podstawowe,Usługi Medyczne,Warsztat samochodowy,Wypożyczalnia Rowerów,Zakład Karny,grid,eurogrid_0250,dist,populacja_razem_suma,populacja_lokale_suma,populacja_k_razem_suma,populacja_m_razem_suma,msw_2012_popul_razem_suma,msw_2013_popul_razem_suma,msw_2014_popul_razem_suma,msw_2015_popul_razem_suma,msw_2016_popul_razem_suma,budynki_all_suma,budynki_mieszkalne_suma,ceidg_aktywne_suma,dochod_bud_pra_suma,Bank_suma,Bankomat_suma,Centra Handlowe_suma,Fast Food_suma,Hazard_suma,Hotel_suma,Kociół_suma,Przedszkola i punkty przedszkolne_suma,Przystanek autobusowy_suma,Przystanek tramwajowy_suma,Restauracja_suma,Rozrywka Inne_suma,Rozrywka Sport_suma,Sklep_suma,Szkoły podstawowe_suma,Usługi Medyczne_suma,Warsztat samochodowy_suma,Wypożyczalnia Rowerów_suma,Zakład Karny_suma,przystanki,stosunek_dzieci
3316,1kmN3044E5028_11,864,411,483,381,31,25,15,29,38,114,63,52,69,47,46,32,39,69,81,114,362,353,352,355,356,799,784,782,766,758,17,9,1kmN3044E5028_11,15,10,73,50,22,1,0,6,0,0,3,9,8,1,4,2,1,5,1,0,1,4,0,3,0,0,1,5,6,1,2,3,2,1,2,2,3,0,2,1,1,4,1,13,1kmN3044E5028_11,4941,1kmN3044E5028_11,31-261,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,6912,3288,448,352,4000,2112,3864,3048,6392,6272,6256,6128,6064,72,136,400,39528,34152192,1kmN3044E5028_11,1.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,1.0,0.0,0.0,1kmN3044E5028_11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1kmN3044E5028_11,1kmN3044E5028_11,2671.0158542070417,7776,3699,4347,3429,7191,7056,7038,6894,6822,153,81,450,44469,1.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,19.0,1.0,1.0,0.0,3.0,0.112
3317,1kmN3044E5028_12,232,127,120,112,23,11,8,5,4,42,41,21,20,7,9,11,11,7,2,10,79,87,97,111,115,150,166,188,208,212,11,9,1kmN3044E5028_12,5,4,65,36,22,0,0,1,0,0,0,8,1,0,3,2,1,7,1,0,0,8,0,3,0,0,0,8,3,3,1,3,2,0,1,0,5,2,0,1,1,0,1,5,1kmN3044E5028_12,5024,1kmN3044E5028_12,30-012,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,1856,1016,272,104,1328,152,960,896,1200,1328,1504,1664,1696,72,88,288,40192,9324544,1kmN3044E5028_12,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,1kmN3044E5028_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1kmN3044E5028_12,1kmN3044E5028_12,2454.690348580841,2088,1143,1080,1008,1350,1494,1692,1872,1908,99,81,324,45216,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0,0.20481927710843373
3318,1kmN3044E5028_13,337,175,166,171,16,6,6,17,11,14,92,35,21,15,16,24,17,16,8,23,128,127,123,131,132,243,251,256,262,254,33,28,1kmN3044E5028_13,57,55,55,37,17,0,0,0,0,0,4,8,2,1,2,1,1,10,1,0,1,6,0,0,0,0,0,3,1,3,2,1,2,2,1,0,1,4,0,1,1,2,1,12,1kmN3044E5028_13,5059,1kmN3044E5028_13,31-302,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,2696,1400,176,184,1960,376,1328,1368,1944,2008,2048,2096,2032,224,264,296,40472,13639064,1kmN3044E5028_13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,3.0,0.0,1kmN3044E5028_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5028_13,1kmN3044E5028_13,2599.1221210248395,3033,1575,1494,1539,2187,2259,2304,2358,2286,297,252,333,45531,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,3.0,0.0,4.0,0.08979591836734693
3319,1kmN3044E5028_14,37,12,17,20,2,0,1,2,6,6,1,0,0,4,6,5,1,2,1,0,12,12,12,12,12,36,35,37,37,37,15,14,1kmN3044E5028_14,1,1,4,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1kmN3044E5028_14,5941,1kmN3044E5028_14,31-303,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,296,96,16,24,232,24,136,160,288,280,296,296,296,112,120,16,47528,1758536,1kmN3044E5028_14,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,3.0,0.0,1kmN3044E5028_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3044E5028_14,2804.356584806027,333,108,153,180,324,315,333,333,333,135,126,18,53469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931
3320,1kmN3044E5028_21,307,154,167,140,18,13,8,9,10,30,55,29,9,15,17,14,14,11,13,42,102,110,114,128,138,235,240,247,267,278,8,6,1kmN3044E5028_21,41,39,56,30,22,0,0,2,0,0,1,6,1,1,0,1,0,9,4,0,2,0,0,0,0,0,0,2,2,3,4,0,3,0,2,1,1,2,1,0,0,0,2,7,1kmN3044E5028_21,5606,1kmN3044E5028_21,30-011,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,2456,1232,248,136,1544,528,1336,1120,1880,1920,1976,2136,2224,48,64,240,44848,13768336,1kmN3044E5028_21,3.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,8.0,0.0,3.0,1.0,2.0,0.0,1kmN3044E5028_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1kmN3044E5028_21,1kmN3044E5028_21,2245.8407418936113,2763,1386,1503,1260,2115,2160,2223,2403,2502,72,54,270,50454,3.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,3.0,8.0,1.0,3.0,1.0,2.0,0.0,5.0,0.16062176165803108
3321,1kmN3044E5028_22,1583,787,891,692,54,49,35,48,113,198,118,83,80,79,116,110,74,65,67,294,683,670,657,656,658,1396,1368,1367,1354,1329,38,32,1kmN3044E5028_22,27,23,176,102,68,1,1,6,0,0,11,20,4,4,8,4,1,13,6,0,6,12,2,3,0,0,5,17,6,5,3,5,5,3,4,2,7,3,0,1,2,2,4,28,1kmN3044E5028_22,5379,1kmN3044E5028_22,30-011,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,12664,6296,824,664,7768,3408,7128,5536,11168,10944,10936,10832,10632,256,304,816,43032,68119656,1kmN3044E5028_22,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,3.0,7.0,2.0,5.0,0.0,2.0,0.0,1kmN3044E5028_22,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1kmN3044E5028_22,1kmN3044E5028_22,2046.7563054261807,14247,7083,8019,6228,12564,12312,12303,12186,11961,342,288,918,48411,3.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,4.0,10.0,2.0,6.0,0.0,2.0,0.0,5.0,0.10607621009268794
3322,1kmN3044E5028_23,1439,702,836,603,42,36,30,35,110,197,126,89,68,48,95,101,102,72,46,242,620,612,612,613,602,1336,1309,1307,1277,1242,33,25,1kmN3044E5028_23,18,13,154,92,57,1,0,10,0,0,5,9,7,1,10,3,3,15,2,0,4,16,2,1,0,0,1,11,6,6,5,5,3,4,0,3,3,2,2,3,4,3,5,26,1kmN3044E5028_23,5186,1kmN3044E5028_23,30-023,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,11512,5616,624,520,7488,2880,6688,4824,10688,10472,10456,10216,9936,200,264,736,41488,59701232,1kmN3044E5028_23,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,6.0,3.0,4.0,2.0,2.0,0.0,1kmN3044E5028_23,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1kmN3044E5028_23,1kmN3044E5028_23,2217.8422439414376,12951,6318,7524,5427,12024,11781,11763,11493,11178,297,225,828,46674,3.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,7.0,3.0,4.0,2.0,3.0,0.0,5.0,0.08333333333333333
3323,1kmN3044E5028_24,1015,524,537,478,40,34,20,25,46,175,118,45,50,52,73,59,30,44,26,178,410,429,434,441,447,815,852,857,852,856,30,17,1kmN3044E5028_24,28,27,127,81,44,0,0,11,0,0,10,12,6,0,3,5,1,12,1,0,3,12,1,4,0,0,2,8,8,6,2,4,5,2,0,3,2,5,0,2,2,3,2,25,1kmN3044E5028_24,5381,1kmN3044E5028_24,30-017,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,8120,4192,592,360,5184,1984,4296,3824,6520,6816,6856,6816,6848,136,240,648,43048,43693720,1kmN3044E5028_24,3.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,3.0,2.0,0.0,1kmN3044E5028_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1kmN3044E5028_24,1kmN3044E5028_24,2402.825966478164,9135,4716,4833,4302,7335,7668,7713,7668,7704,270,153,729,48429,3.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,3.0,3.0,0.0,6.0,0.11419753086419752
3324,1kmN3044E5028_31,34,22,18,16,4,5,0,0,1,4,9,3,0,1,0,0,0,1,5,1,2,2,9,18,22,4,4,14,27,34,9,3,1kmN3044E5028_31,4,3,11,6,5,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1kmN3044E5028_31,6005,1kmN3044E5028_31,30-079,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,272,176,72,0,144,56,144,128,32,32,112,216,272,24,72,48,48040,1633360,1kmN3044E5028_31,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,9.0,0.0,3.0,0.0,1kmN3044E5028_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1kmN3044E5028_31,1kmN3044E5028_31,2575.1126961441782,306,198,162,144,36,36,126,243,306,81,27,54,54045,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,2.0,3.0,0.0,4.0,0.5
3325,1kmN3044E5028_32,585,202,304,281,23,25,22,8,14,58,70,47,43,11,29,56,85,60,17,17,193,188,184,188,198,629,608,594,583,589,5,4,1kmN3044E5028_32,4,0,83,53,29,0,0,5,0,0,4,7,5,1,0,1,1,7,1,0,4,12,2,0,0,0,2,2,4,1,4,3,0,1,2,2,2,3,1,2,3,3,2,16,1kmN3044E5028_32,5699,1kmN3044E5028_32,30-079,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,4680,1616,384,240,3304,752,2432,2248,5032,4864,4752,4664,4712,32,40,424,45592,26671320,1kmN3044E5028_32,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,2.0,3.0,0.0,1kmN3044E5028_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5028_32,1kmN3044E5028_32,2403.392839885559,5265,1818,2736,2529,5661,5472,5346,5247,5301,45,36,477,51291,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,0.1162227602905569
3326,1kmN3044E5028_41,1066,478,674,392,42,38,29,18,47,120,158,78,53,49,58,87,55,57,32,145,432,415,411,408,412,1015,970,960,937,931,19,18,1kmN3044E5028_41,1,0,71,43,27,0,0,7,0,0,3,7,8,1,1,0,0,5,2,0,1,6,0,2,0,0,1,5,5,7,1,0,3,1,4,1,2,0,1,1,1,2,0,8,1kmN3044E5028_41,5395,1kmN3044E5028_41,31-303,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,8528,3824,640,376,5640,1872,5392,3136,8120,7760,7680,7496,7448,144,152,344,43160,46008560,1kmN3044E5028_41,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,6.0,1.0,11.0,1.0,2.0,0.0,1kmN3044E5028_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5028_41,1kmN3044E5028_41,2953.365574355665,9594,4302,6066,3528,9135,8730,8640,8433,8379,171,162,387,48555,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,6.0,1.0,11.0,1.0,2.0,0.0,6.0,0.11347517730496454
3327,1kmN3044E5028_42,1010,440,561,449,31,45,32,24,42,91,108,92,50,58,74,98,81,48,33,103,428,417,412,409,416,1089,1063,1025,990,968,23,17,1kmN3044E5028_42,4,3,90,45,41,0,0,10,0,0,8,10,5,0,1,0,0,5,1,0,1,2,0,2,0,0,1,7,5,1,3,2,1,3,1,1,2,1,0,0,1,1,1,14,1kmN3044E5028_42,5258,1kmN3044E5028_42,31-302,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,8080,3520,608,448,5552,1472,4488,3592,8712,8504,8200,7920,7744,136,184,360,42064,42484640,1kmN3044E5028_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,2.0,1.0,0.0,1kmN3044E5028_42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1kmN3044E5028_42,1kmN3044E5028_42,2759.2079271207012,9090,3960,5049,4041,9801,9567,9225,8910,8712,207,153,405,47322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,2.0,2.0,0.0,2.0,0.10951008645533142
3328,1kmN3044E5028_43,226,75,125,101,11,14,11,15,11,20,27,24,11,2,15,22,13,8,9,13,67,66,66,65,64,198,203,208,205,204,57,51,1kmN3044E5028_43,15,14,46,27,15,0,0,4,0,0,0,4,2,1,1,1,1,4,2,0,1,6,0,0,0,0,0,3,2,0,1,1,2,1,2,2,1,1,0,0,0,2,1,8,1kmN3044E5028_43,5485,1kmN3044E5028_43,31-308,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,1808,600,200,208,1160,240,1000,808,1584,1624,1664,1640,1632,408,456,216,43880,9916880,1kmN3044E5028_43,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,1kmN3044E5028_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1kmN3044E5028_43,1kmN3044E5028_43,2932.3850951434,2034,675,1125,909,1782,1827,1872,1845,1836,513,459,243,49365,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,2.0,1.0,0.0,3.0,0.1724137931034483
3329,1kmN3044E5028_44,610,256,325,285,20,25,17,34,25,70,62,40,30,34,24,51,46,39,34,59,227,218,215,217,224,567,534,536,538,545,123,111,1kmN3044E5028_44,7,6,92,54,38,0,0,6,0,1,4,4,3,0,3,1,4,11,3,0,1,9,0,3,0,0,0,3,2,2,4,5,0,2,1,1,1,1,0,0,2,2,2,26,1kmN3044E5028_44,5537,1kmN3044E5028_44,31-308,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,4880,2048,360,408,3056,1056,2600,2280,4536,4272,4288,4304,4360,888,984,432,44296,27020560,1kmN3044E5028_44,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,7.0,0.0,2.0,0.0,1.0,9.0,1.0,17.0,1.0,2.0,0.0,1kmN3044E5028_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1kmN3044E5028_44,1kmN3044E5028_44,3115.795670489292,5490,2304,2925,2565,5103,4806,4824,4842,4905,1107,999,486,49833,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,7.0,0.0,2.0,0.0,1.0,9.0,1.0,19.0,1.0,2.0,0.0,7.0,0.11780104712041885
3330,1kmN3044E5029_11,470,197,248,222,17,10,19,23,40,23,35,34,25,38,40,42,28,22,17,57,208,202,196,191,192,503,498,487,467,466,27,14,1kmN3044E5029_11,12,9,70,43,23,0,0,4,0,0,2,7,1,6,1,1,1,3,3,0,1,10,1,2,0,0,1,4,3,1,4,4,2,0,2,1,0,1,2,2,3,0,3,10,1kmN3044E5029_11,5324,1kmN3044E5029_11,31-202,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,3760,1576,216,336,2440,768,1984,1776,4024,3984,3896,3736,3728,112,216,344,42592,20018240,1kmN3044E5029_11,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1kmN3044E5029_11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,1kmN3044E5029_11,1kmN3044E5029_11,2343.627396542719,4230,1773,2232,1998,4527,4482,4383,4203,4194,243,126,387,47916,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,11.0,2.0,2.0,0.0,7.0,0.08852459016393442
3331,1kmN3044E5029_12,32,18,14,18,0,0,0,0,4,4,2,0,2,1,5,3,3,4,1,3,14,14,14,15,15,27,25,24,26,26,11,6,1kmN3044E5029_12,3,2,17,13,2,0,0,1,0,0,0,7,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,6,1kmN3044E5029_12,4915,1kmN3044E5029_12,31-202,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,256,144,0,0,192,64,112,144,216,200,192,208,208,48,88,104,39320,1258240,1kmN3044E5029_12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,1kmN3044E5029_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1kmN3044E5029_12,1kmN3044E5029_12,2093.8953153841708,288,162,126,162,243,225,216,234,234,99,54,117,44235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,9.0,3.0,1.0,0.0,6.0,0.0
3333,1kmN3044E5029_14,291,170,170,121,34,28,1,4,5,20,41,47,24,14,11,11,13,11,13,14,151,153,155,162,169,259,267,279,285,292,5,4,1kmN3044E5029_14,12,11,55,27,25,0,0,2,0,0,0,4,2,0,1,2,0,9,2,0,1,3,0,1,0,0,0,4,5,1,2,4,3,0,1,0,1,1,0,1,0,0,0,4,1kmN3044E5029_14,5666,1kmN3044E5029_14,31-201,KRAKÓW,950463,KRAKÓW-KROWODRZA,950470,1261011,1261029,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-KROWODRZA,A1,2328,1360,496,40,1488,304,1360,968,2072,2136,2232,2280,2336,32,40,216,45328,13190448,1kmN3044E5029_14,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,0.0,7.0,1.0,2.0,0.0,1kmN3044E5029_14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3044E5029_14,1kmN3044E5029_14,2389.8178951210034,2619,1530,1530,1089,2331,2403,2511,2565,2628,45,36,243,50994,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,4.0,0.0,0.0,1.0,4.0,0.0,7.0,1.0,2.0,0.0,10.0,0.3333333333333333
